"Statistics name :","Prefectural Data Social Indicators by Prefecture"
"Table Number :","0000010204"
"Title :","[System of Social and Demographic Statistics] System of Social and Demographic Statistics D Administrative Base"
"Implementation date :","-","-"
"Cities, Towns and Villages :","-"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/D Administrative Base Code","#D0310401"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]"
"1975100000","1975","00000","All Japan","","1.57"
"1975100000","1975","01000","Hokkaido","","0.96"
"1975100000","1975","02000","Aomori-ken","","0.81"
"1975100000","1975","03000","Iwate-ken","","1.08"
"1975100000","1975","04000","Miyagi-ken","","1.14"
"1975100000","1975","05000","Akita-ken","","1.98"
"1975100000","1975","06000","Yamagata-ken","","1.57"
"1975100000","1975","07000","Fukushima-ken","","0.95"
"1975100000","1975","08000","Ibaraki-ken","","1.67"
"1975100000","1975","09000","Tochigi-ken","","1.06"
"1975100000","1975","10000","Gumma-ken","","2.27"
"1975100000","1975","11000","Saitama-ken","","2.24"
"1975100000","1975","12000","Chiba-ken","","0.94"
"1975100000","1975","13000","Tokyo-to","","2.93"
"1975100000","1975","14000","Kanagawa-ken","","1.76"
"1975100000","1975","15000","Niigata-ken","","0.59"
"1975100000","1975","16000","Toyama-ken","","0.82"
"1975100000","1975","17000","Ishikawa-ken","","0.84"
"1975100000","1975","18000","Fukui-ken","","1.43"
"1975100000","1975","19000","Yamanashi-ken","","1.23"
"1975100000","1975","20000","Nagano-ken","","1.28"
"1975100000","1975","21000","Gifu-ken","","1.33"
"1975100000","1975","22000","Shizuoka-ken","","0.66"
"1975100000","1975","23000","Aichi-ken","","1.75"
"1975100000","1975","24000","Mie-ken","","1.37"
"1975100000","1975","25000","Shiga-ken","","1.11"
"1975100000","1975","26000","Kyoto-fu","","1.67"
"1975100000","1975","27000","Osaka-fu","","1.74"
"1975100000","1975","28000","Hyogo-ken","","1.39"
"1975100000","1975","29000","Nara-ken","","2.16"
"1975100000","1975","30000","Wakayama-ken","","4.69"
"1975100000","1975","31000","Tottori-ken","","1.28"
"1975100000","1975","32000","Shimane-ken","","1.26"
"1975100000","1975","33000","Okayama-ken","","1.45"
"1975100000","1975","34000","Hiroshima-ken","","1.24"
"1975100000","1975","35000","Yamaguchi-ken","","1.25"
"1975100000","1975","36000","Tokushima-ken","","1.43"
"1975100000","1975","37000","Kagawa-ken","","2.06"
"1975100000","1975","38000","Ehime-ken","","1.19"
"1975100000","1975","39000","Kochi-ken","","1.22"
"1975100000","1975","40000","Fukuoka-ken","","1.06"
"1975100000","1975","41000","Saga-ken","","1.30"
"1975100000","1975","42000","Nagasaki-ken","","1.58"
"1975100000","1975","43000","Kumamoto-ken","","0.78"
"1975100000","1975","44000","Oita-ken","","0.78"
"1975100000","1975","45000","Miyazaki-ken","","0.75"
"1975100000","1975","46000","Kagoshima-ken","","1.19"
"1975100000","1975","47000","Okinawa-ken","","1.28"
"1976100000","1976","00000","All Japan","","1.61"
"1976100000","1976","01000","Hokkaido","","1.00"
"1976100000","1976","02000","Aomori-ken","","0.92"
"1976100000","1976","03000","Iwate-ken","","1.25"
"1976100000","1976","04000","Miyagi-ken","","1.26"
"1976100000","1976","05000","Akita-ken","","2.06"
"1976100000","1976","06000","Yamagata-ken","","1.56"
"1976100000","1976","07000","Fukushima-ken","","0.84"
"1976100000","1976","08000","Ibaraki-ken","","1.61"
"1976100000","1976","09000","Tochigi-ken","","0.98"
"1976100000","1976","10000","Gumma-ken","","2.68"
"1976100000","1976","11000","Saitama-ken","","1.42"
"1976100000","1976","12000","Chiba-ken","","1.18"
"1976100000","1976","13000","Tokyo-to","","2.90"
"1976100000","1976","14000","Kanagawa-ken","","1.75"
"1976100000","1976","15000","Niigata-ken","","0.62"
"1976100000","1976","16000","Toyama-ken","","0.88"
"1976100000","1976","17000","Ishikawa-ken","","0.81"
"1976100000","1976","18000","Fukui-ken","","1.77"
"1976100000","1976","19000","Yamanashi-ken","","1.26"
"1976100000","1976","20000","Nagano-ken","","1.32"
"1976100000","1976","21000","Gifu-ken","","2.16"
"1976100000","1976","22000","Shizuoka-ken","","0.89"
"1976100000","1976","23000","Aichi-ken","","1.74"
"1976100000","1976","24000","Mie-ken","","2.30"
"1976100000","1976","25000","Shiga-ken","","1.26"
"1976100000","1976","26000","Kyoto-fu","","1.89"
"1976100000","1976","27000","Osaka-fu","","1.82"
"1976100000","1976","28000","Hyogo-ken","","1.26"
"1976100000","1976","29000","Nara-ken","","3.28"
"1976100000","1976","30000","Wakayama-ken","","3.96"
"1976100000","1976","31000","Tottori-ken","","1.37"
"1976100000","1976","32000","Shimane-ken","","1.16"
"1976100000","1976","33000","Okayama-ken","","1.45"
"1976100000","1976","34000","Hiroshima-ken","","1.42"
"1976100000","1976","35000","Yamaguchi-ken","","1.30"
"1976100000","1976","36000","Tokushima-ken","","1.34"
"1976100000","1976","37000","Kagawa-ken","","2.08"
"1976100000","1976","38000","Ehime-ken","","1.30"
"1976100000","1976","39000","Kochi-ken","","1.10"
"1976100000","1976","40000","Fukuoka-ken","","1.25"
"1976100000","1976","41000","Saga-ken","","1.37"
"1976100000","1976","42000","Nagasaki-ken","","1.59"
"1976100000","1976","43000","Kumamoto-ken","","0.81"
"1976100000","1976","44000","Oita-ken","","0.67"
"1976100000","1976","45000","Miyazaki-ken","","1.05"
"1976100000","1976","46000","Kagoshima-ken","","1.11"
"1976100000","1976","47000","Okinawa-ken","","1.26"
"1977100000","1977","00000","All Japan","","1.63"
"1977100000","1977","01000","Hokkaido","","1.16"
"1977100000","1977","02000","Aomori-ken","","1.30"
"1977100000","1977","03000","Iwate-ken","","1.51"
"1977100000","1977","04000","Miyagi-ken","","1.33"
"1977100000","1977","05000","Akita-ken","","1.67"
"1977100000","1977","06000","Yamagata-ken","","1.47"
"1977100000","1977","07000","Fukushima-ken","","0.94"
"1977100000","1977","08000","Ibaraki-ken","","1.71"
"1977100000","1977","09000","Tochigi-ken","","1.03"
"1977100000","1977","10000","Gumma-ken","","2.04"
"1977100000","1977","11000","Saitama-ken","","1.72"
"1977100000","1977","12000","Chiba-ken","","1.23"
"1977100000","1977","13000","Tokyo-to","","3.01"
"1977100000","1977","14000","Kanagawa-ken","","1.70"
"1977100000","1977","15000","Niigata-ken","","0.59"
"1977100000","1977","16000","Toyama-ken","","0.83"
"1977100000","1977","17000","Ishikawa-ken","","0.82"
"1977100000","1977","18000","Fukui-ken","","1.81"
"1977100000","1977","19000","Yamanashi-ken","","1.13"
"1977100000","1977","20000","Nagano-ken","","1.35"
"1977100000","1977","21000","Gifu-ken","","1.09"
"1977100000","1977","22000","Shizuoka-ken","","1.21"
"1977100000","1977","23000","Aichi-ken","","1.73"
"1977100000","1977","24000","Mie-ken","","1.96"
"1977100000","1977","25000","Shiga-ken","","1.25"
"1977100000","1977","26000","Kyoto-fu","","1.86"
"1977100000","1977","27000","Osaka-fu","","1.76"
"1977100000","1977","28000","Hyogo-ken","","1.17"
"1977100000","1977","29000","Nara-ken","","3.06"
"1977100000","1977","30000","Wakayama-ken","","4.56"
"1977100000","1977","31000","Tottori-ken","","1.22"
"1977100000","1977","32000","Shimane-ken","","1.16"
"1977100000","1977","33000","Okayama-ken","","1.34"
"1977100000","1977","34000","Hiroshima-ken","","1.40"
"1977100000","1977","35000","Yamaguchi-ken","","1.36"
"1977100000","1977","36000","Tokushima-ken","","1.36"
"1977100000","1977","37000","Kagawa-ken","","2.10"
"1977100000","1977","38000","Ehime-ken","","1.23"
"1977100000","1977","39000","Kochi-ken","","1.27"
"1977100000","1977","40000","Fukuoka-ken","","1.31"
"1977100000","1977","41000","Saga-ken","","1.23"
"1977100000","1977","42000","Nagasaki-ken","","1.54"
"1977100000","1977","43000","Kumamoto-ken","","0.94"
"1977100000","1977","44000","Oita-ken","","0.76"
"1977100000","1977","45000","Miyazaki-ken","","1.03"
"1977100000","1977","46000","Kagoshima-ken","","1.25"
"1977100000","1977","47000","Okinawa-ken","","1.29"
"1978100000","1978","00000","All Japan","","1.61"
"1978100000","1978","01000","Hokkaido","","1.24"
"1978100000","1978","02000","Aomori-ken","","1.18"
"1978100000","1978","03000","Iwate-ken","","1.86"
"1978100000","1978","04000","Miyagi-ken","","1.25"
"1978100000","1978","05000","Akita-ken","","1.58"
"1978100000","1978","06000","Yamagata-ken","","1.20"
"1978100000","1978","07000","Fukushima-ken","","0.87"
"1978100000","1978","08000","Ibaraki-ken","","1.53"
"1978100000","1978","09000","Tochigi-ken","","1.36"
"1978100000","1978","10000","Gumma-ken","","1.53"
"1978100000","1978","11000","Saitama-ken","","1.54"
"1978100000","1978","12000","Chiba-ken","","1.08"
"1978100000","1978","13000","Tokyo-to","","3.14"
"1978100000","1978","14000","Kanagawa-ken","","1.73"
"1978100000","1978","15000","Niigata-ken","","0.61"
"1978100000","1978","16000","Toyama-ken","","0.79"
"1978100000","1978","17000","Ishikawa-ken","","0.91"
"1978100000","1978","18000","Fukui-ken","","1.64"
"1978100000","1978","19000","Yamanashi-ken","","1.38"
"1978100000","1978","20000","Nagano-ken","","1.33"
"1978100000","1978","21000","Gifu-ken","","1.11"
"1978100000","1978","22000","Shizuoka-ken","","1.08"
"1978100000","1978","23000","Aichi-ken","","1.77"
"1978100000","1978","24000","Mie-ken","","1.73"
"1978100000","1978","25000","Shiga-ken","","1.05"
"1978100000","1978","26000","Kyoto-fu","","2.28"
"1978100000","1978","27000","Osaka-fu","","1.58"
"1978100000","1978","28000","Hyogo-ken","","1.21"
"1978100000","1978","29000","Nara-ken","","2.63"
"1978100000","1978","30000","Wakayama-ken","","4.41"
"1978100000","1978","31000","Tottori-ken","","1.18"
"1978100000","1978","32000","Shimane-ken","","1.19"
"1978100000","1978","33000","Okayama-ken","","1.40"
"1978100000","1978","34000","Hiroshima-ken","","1.31"
"1978100000","1978","35000","Yamaguchi-ken","","1.41"
"1978100000","1978","36000","Tokushima-ken","","1.33"
"1978100000","1978","37000","Kagawa-ken","","2.40"
"1978100000","1978","38000","Ehime-ken","","1.39"
"1978100000","1978","39000","Kochi-ken","","1.27"
"1978100000","1978","40000","Fukuoka-ken","","1.23"
"1978100000","1978","41000","Saga-ken","","1.40"
"1978100000","1978","42000","Nagasaki-ken","","1.53"
"1978100000","1978","43000","Kumamoto-ken","","0.97"
"1978100000","1978","44000","Oita-ken","","0.79"
"1978100000","1978","45000","Miyazaki-ken","","1.02"
"1978100000","1978","46000","Kagoshima-ken","","1.41"
"1978100000","1978","47000","Okinawa-ken","","1.16"
"1979100000","1979","00000","All Japan","","1.64"
"1979100000","1979","01000","Hokkaido","","1.29"
"1979100000","1979","02000","Aomori-ken","","1.36"
"1979100000","1979","03000","Iwate-ken","","1.78"
"1979100000","1979","04000","Miyagi-ken","","1.31"
"1979100000","1979","05000","Akita-ken","","1.61"
"1979100000","1979","06000","Yamagata-ken","","1.36"
"1979100000","1979","07000","Fukushima-ken","","0.89"
"1979100000","1979","08000","Ibaraki-ken","","1.57"
"1979100000","1979","09000","Tochigi-ken","","1.22"
"1979100000","1979","10000","Gumma-ken","","1.53"
"1979100000","1979","11000","Saitama-ken","","1.42"
"1979100000","1979","12000","Chiba-ken","","1.23"
"1979100000","1979","13000","Tokyo-to","","3.18"
"1979100000","1979","14000","Kanagawa-ken","","1.68"
"1979100000","1979","15000","Niigata-ken","","0.59"
"1979100000","1979","16000","Toyama-ken","","0.66"
"1979100000","1979","17000","Ishikawa-ken","","1.01"
"1979100000","1979","18000","Fukui-ken","","1.80"
"1979100000","1979","19000","Yamanashi-ken","","1.28"
"1979100000","1979","20000","Nagano-ken","","1.37"
"1979100000","1979","21000","Gifu-ken","","1.14"
"1979100000","1979","22000","Shizuoka-ken","","0.97"
"1979100000","1979","23000","Aichi-ken","","1.87"
"1979100000","1979","24000","Mie-ken","","1.97"
"1979100000","1979","25000","Shiga-ken","","1.16"
"1979100000","1979","26000","Kyoto-fu","","2.53"
"1979100000","1979","27000","Osaka-fu","","1.55"
"1979100000","1979","28000","Hyogo-ken","","1.21"
"1979100000","1979","29000","Nara-ken","","2.16"
"1979100000","1979","30000","Wakayama-ken","","4.99"
"1979100000","1979","31000","Tottori-ken","","1.38"
"1979100000","1979","32000","Shimane-ken","","1.18"
"1979100000","1979","33000","Okayama-ken","","1.52"
"1979100000","1979","34000","Hiroshima-ken","","1.33"
"1979100000","1979","35000","Yamaguchi-ken","","1.21"
"1979100000","1979","36000","Tokushima-ken","","1.27"
"1979100000","1979","37000","Kagawa-ken","","2.41"
"1979100000","1979","38000","Ehime-ken","","1.41"
"1979100000","1979","39000","Kochi-ken","","1.40"
"1979100000","1979","40000","Fukuoka-ken","","1.28"
"1979100000","1979","41000","Saga-ken","","1.40"
"1979100000","1979","42000","Nagasaki-ken","","1.62"
"1979100000","1979","43000","Kumamoto-ken","","0.89"
"1979100000","1979","44000","Oita-ken","","0.78"
"1979100000","1979","45000","Miyazaki-ken","","1.29"
"1979100000","1979","46000","Kagoshima-ken","","1.53"
"1979100000","1979","47000","Okinawa-ken","","1.27"
"1980100000","1980","00000","All Japan","","1.60"
"1980100000","1980","01000","Hokkaido","","1.27"
"1980100000","1980","02000","Aomori-ken","","1.29"
"1980100000","1980","03000","Iwate-ken","","1.41"
"1980100000","1980","04000","Miyagi-ken","","1.27"
"1980100000","1980","05000","Akita-ken","","1.71"
"1980100000","1980","06000","Yamagata-ken","","1.30"
"1980100000","1980","07000","Fukushima-ken","","0.88"
"1980100000","1980","08000","Ibaraki-ken","","1.65"
"1980100000","1980","09000","Tochigi-ken","","1.46"
"1980100000","1980","10000","Gumma-ken","","1.52"
"1980100000","1980","11000","Saitama-ken","","1.62"
"1980100000","1980","12000","Chiba-ken","","1.53"
"1980100000","1980","13000","Tokyo-to","","2.63"
"1980100000","1980","14000","Kanagawa-ken","","1.76"
"1980100000","1980","15000","Niigata-ken","","0.67"
"1980100000","1980","16000","Toyama-ken","","0.61"
"1980100000","1980","17000","Ishikawa-ken","","0.95"
"1980100000","1980","18000","Fukui-ken","","1.88"
"1980100000","1980","19000","Yamanashi-ken","","1.29"
"1980100000","1980","20000","Nagano-ken","","1.35"
"1980100000","1980","21000","Gifu-ken","","1.23"
"1980100000","1980","22000","Shizuoka-ken","","1.05"
"1980100000","1980","23000","Aichi-ken","","1.88"
"1980100000","1980","24000","Mie-ken","","1.97"
"1980100000","1980","25000","Shiga-ken","","1.23"
"1980100000","1980","26000","Kyoto-fu","","1.76"
"1980100000","1980","27000","Osaka-fu","","1.66"
"1980100000","1980","28000","Hyogo-ken","","1.17"
"1980100000","1980","29000","Nara-ken","","2.03"
"1980100000","1980","30000","Wakayama-ken","","4.94"
"1980100000","1980","31000","Tottori-ken","","1.34"
"1980100000","1980","32000","Shimane-ken","","1.10"
"1980100000","1980","33000","Okayama-ken","","1.49"
"1980100000","1980","34000","Hiroshima-ken","","2.08"
"1980100000","1980","35000","Yamaguchi-ken","","1.30"
"1980100000","1980","36000","Tokushima-ken","","1.33"
"1980100000","1980","37000","Kagawa-ken","","1.96"
"1980100000","1980","38000","Ehime-ken","","1.34"
"1980100000","1980","39000","Kochi-ken","","1.29"
"1980100000","1980","40000","Fukuoka-ken","","1.33"
"1980100000","1980","41000","Saga-ken","","1.43"
"1980100000","1980","42000","Nagasaki-ken","","1.51"
"1980100000","1980","43000","Kumamoto-ken","","1.04"
"1980100000","1980","44000","Oita-ken","","0.80"
"1980100000","1980","45000","Miyazaki-ken","","1.24"
"1980100000","1980","46000","Kagoshima-ken","","1.54"
"1980100000","1980","47000","Okinawa-ken","","1.35"
"1981100000","1981","00000","All Japan","","1.60"
"1981100000","1981","01000","Hokkaido","","1.21"
"1981100000","1981","02000","Aomori-ken","","1.34"
"1981100000","1981","03000","Iwate-ken","","1.49"
"1981100000","1981","04000","Miyagi-ken","","1.39"
"1981100000","1981","05000","Akita-ken","","2.01"
"1981100000","1981","06000","Yamagata-ken","","1.39"
"1981100000","1981","07000","Fukushima-ken","","1.00"
"1981100000","1981","08000","Ibaraki-ken","","1.76"
"1981100000","1981","09000","Tochigi-ken","","1.42"
"1981100000","1981","10000","Gumma-ken","","1.49"
"1981100000","1981","11000","Saitama-ken","","2.06"
"1981100000","1981","12000","Chiba-ken","","0.99"
"1981100000","1981","13000","Tokyo-to","","2.17"
"1981100000","1981","14000","Kanagawa-ken","","1.72"
"1981100000","1981","15000","Niigata-ken","","0.76"
"1981100000","1981","16000","Toyama-ken","","0.63"
"1981100000","1981","17000","Ishikawa-ken","","1.19"
"1981100000","1981","18000","Fukui-ken","","1.49"
"1981100000","1981","19000","Yamanashi-ken","","1.44"
"1981100000","1981","20000","Nagano-ken","","1.54"
"1981100000","1981","21000","Gifu-ken","","1.28"
"1981100000","1981","22000","Shizuoka-ken","","1.16"
"1981100000","1981","23000","Aichi-ken","","1.97"
"1981100000","1981","24000","Mie-ken","","1.99"
"1981100000","1981","25000","Shiga-ken","","1.53"
"1981100000","1981","26000","Kyoto-fu","","2.14"
"1981100000","1981","27000","Osaka-fu","","1.76"
"1981100000","1981","28000","Hyogo-ken","","1.28"
"1981100000","1981","29000","Nara-ken","","2.80"
"1981100000","1981","30000","Wakayama-ken","","5.15"
"1981100000","1981","31000","Tottori-ken","","1.27"
"1981100000","1981","32000","Shimane-ken","","1.18"
"1981100000","1981","33000","Okayama-ken","","1.59"
"1981100000","1981","34000","Hiroshima-ken","","1.61"
"1981100000","1981","35000","Yamaguchi-ken","","1.35"
"1981100000","1981","36000","Tokushima-ken","","1.38"
"1981100000","1981","37000","Kagawa-ken","","2.02"
"1981100000","1981","38000","Ehime-ken","","1.62"
"1981100000","1981","39000","Kochi-ken","","1.38"
"1981100000","1981","40000","Fukuoka-ken","","1.32"
"1981100000","1981","41000","Saga-ken","","1.44"
"1981100000","1981","42000","Nagasaki-ken","","1.47"
"1981100000","1981","43000","Kumamoto-ken","","1.16"
"1981100000","1981","44000","Oita-ken","","0.88"
"1981100000","1981","45000","Miyazaki-ken","","1.28"
"1981100000","1981","46000","Kagoshima-ken","","1.84"
"1981100000","1981","47000","Okinawa-ken","","1.41"
"1982100000","1982","00000","All Japan","","1.63"
"1982100000","1982","01000","Hokkaido","","1.27"
"1982100000","1982","02000","Aomori-ken","","1.26"
"1982100000","1982","03000","Iwate-ken","","1.65"
"1982100000","1982","04000","Miyagi-ken","","1.56"
"1982100000","1982","05000","Akita-ken","","1.86"
"1982100000","1982","06000","Yamagata-ken","","1.44"
"1982100000","1982","07000","Fukushima-ken","","0.96"
"1982100000","1982","08000","Ibaraki-ken","","1.72"
"1982100000","1982","09000","Tochigi-ken","","1.44"
"1982100000","1982","10000","Gumma-ken","","1.50"
"1982100000","1982","11000","Saitama-ken","","1.55"
"1982100000","1982","12000","Chiba-ken","","1.02"
"1982100000","1982","13000","Tokyo-to","","2.36"
"1982100000","1982","14000","Kanagawa-ken","","1.88"
"1982100000","1982","15000","Niigata-ken","","0.76"
"1982100000","1982","16000","Toyama-ken","","0.66"
"1982100000","1982","17000","Ishikawa-ken","","0.91"
"1982100000","1982","18000","Fukui-ken","","1.40"
"1982100000","1982","19000","Yamanashi-ken","","1.44"
"1982100000","1982","20000","Nagano-ken","","1.55"
"1982100000","1982","21000","Gifu-ken","","1.38"
"1982100000","1982","22000","Shizuoka-ken","","1.35"
"1982100000","1982","23000","Aichi-ken","","1.89"
"1982100000","1982","24000","Mie-ken","","1.93"
"1982100000","1982","25000","Shiga-ken","","1.54"
"1982100000","1982","26000","Kyoto-fu","","2.35"
"1982100000","1982","27000","Osaka-fu","","1.85"
"1982100000","1982","28000","Hyogo-ken","","1.39"
"1982100000","1982","29000","Nara-ken","","2.44"
"1982100000","1982","30000","Wakayama-ken","","4.42"
"1982100000","1982","31000","Tottori-ken","","1.30"
"1982100000","1982","32000","Shimane-ken","","1.49"
"1982100000","1982","33000","Okayama-ken","","1.81"
"1982100000","1982","34000","Hiroshima-ken","","1.45"
"1982100000","1982","35000","Yamaguchi-ken","","1.34"
"1982100000","1982","36000","Tokushima-ken","","1.46"
"1982100000","1982","37000","Kagawa-ken","","1.79"
"1982100000","1982","38000","Ehime-ken","","1.77"
"1982100000","1982","39000","Kochi-ken","","1.47"
"1982100000","1982","40000","Fukuoka-ken","","1.32"
"1982100000","1982","41000","Saga-ken","","1.55"
"1982100000","1982","42000","Nagasaki-ken","","1.76"
"1982100000","1982","43000","Kumamoto-ken","","1.21"
"1982100000","1982","44000","Oita-ken","","0.82"
"1982100000","1982","45000","Miyazaki-ken","","1.20"
"1982100000","1982","46000","Kagoshima-ken","","1.76"
"1982100000","1982","47000","Okinawa-ken","","1.38"
"1983100000","1983","00000","All Japan","","1.62"
"1983100000","1983","01000","Hokkaido","","1.18"
"1983100000","1983","02000","Aomori-ken","","1.25"
"1983100000","1983","03000","Iwate-ken","","2.04"
"1983100000","1983","04000","Miyagi-ken","","1.41"
"1983100000","1983","05000","Akita-ken","","1.83"
"1983100000","1983","06000","Yamagata-ken","","1.28"
"1983100000","1983","07000","Fukushima-ken","","1.00"
"1983100000","1983","08000","Ibaraki-ken","","1.74"
"1983100000","1983","09000","Tochigi-ken","","1.19"
"1983100000","1983","10000","Gumma-ken","","1.67"
"1983100000","1983","11000","Saitama-ken","","1.55"
"1983100000","1983","12000","Chiba-ken","","0.99"
"1983100000","1983","13000","Tokyo-to","","2.30"
"1983100000","1983","14000","Kanagawa-ken","","1.84"
"1983100000","1983","15000","Niigata-ken","","0.76"
"1983100000","1983","16000","Toyama-ken","","1.55"
"1983100000","1983","17000","Ishikawa-ken","","1.09"
"1983100000","1983","18000","Fukui-ken","","1.54"
"1983100000","1983","19000","Yamanashi-ken","","1.22"
"1983100000","1983","20000","Nagano-ken","","1.60"
"1983100000","1983","21000","Gifu-ken","","1.27"
"1983100000","1983","22000","Shizuoka-ken","","0.93"
"1983100000","1983","23000","Aichi-ken","","1.83"
"1983100000","1983","24000","Mie-ken","","1.92"
"1983100000","1983","25000","Shiga-ken","","1.48"
"1983100000","1983","26000","Kyoto-fu","","2.55"
"1983100000","1983","27000","Osaka-fu","","1.79"
"1983100000","1983","28000","Hyogo-ken","","1.43"
"1983100000","1983","29000","Nara-ken","","2.59"
"1983100000","1983","30000","Wakayama-ken","","4.44"
"1983100000","1983","31000","Tottori-ken","","1.24"
"1983100000","1983","32000","Shimane-ken","","1.20"
"1983100000","1983","33000","Okayama-ken","","1.55"
"1983100000","1983","34000","Hiroshima-ken","","1.67"
"1983100000","1983","35000","Yamaguchi-ken","","1.19"
"1983100000","1983","36000","Tokushima-ken","","1.69"
"1983100000","1983","37000","Kagawa-ken","","2.24"
"1983100000","1983","38000","Ehime-ken","","1.74"
"1983100000","1983","39000","Kochi-ken","","1.49"
"1983100000","1983","40000","Fukuoka-ken","","1.35"
"1983100000","1983","41000","Saga-ken","","1.53"
"1983100000","1983","42000","Nagasaki-ken","","1.59"
"1983100000","1983","43000","Kumamoto-ken","","1.27"
"1983100000","1983","44000","Oita-ken","","1.09"
"1983100000","1983","45000","Miyazaki-ken","","1.24"
"1983100000","1983","46000","Kagoshima-ken","","1.79"
"1983100000","1983","47000","Okinawa-ken","","1.51"
"1984100000","1984","00000","All Japan","","1.66"
"1984100000","1984","01000","Hokkaido","","1.16"
"1984100000","1984","02000","Aomori-ken","","1.26"
"1984100000","1984","03000","Iwate-ken","","2.39"
"1984100000","1984","04000","Miyagi-ken","","1.50"
"1984100000","1984","05000","Akita-ken","","1.95"
"1984100000","1984","06000","Yamagata-ken","","1.30"
"1984100000","1984","07000","Fukushima-ken","","1.14"
"1984100000","1984","08000","Ibaraki-ken","","1.77"
"1984100000","1984","09000","Tochigi-ken","","1.24"
"1984100000","1984","10000","Gumma-ken","","1.71"
"1984100000","1984","11000","Saitama-ken","","1.62"
"1984100000","1984","12000","Chiba-ken","","1.04"
"1984100000","1984","13000","Tokyo-to","","2.25"
"1984100000","1984","14000","Kanagawa-ken","","1.86"
"1984100000","1984","15000","Niigata-ken","","0.74"
"1984100000","1984","16000","Toyama-ken","","1.31"
"1984100000","1984","17000","Ishikawa-ken","","1.14"
"1984100000","1984","18000","Fukui-ken","","1.48"
"1984100000","1984","19000","Yamanashi-ken","","1.28"
"1984100000","1984","20000","Nagano-ken","","1.64"
"1984100000","1984","21000","Gifu-ken","","1.63"
"1984100000","1984","22000","Shizuoka-ken","","1.04"
"1984100000","1984","23000","Aichi-ken","","1.77"
"1984100000","1984","24000","Mie-ken","","2.13"
"1984100000","1984","25000","Shiga-ken","","1.25"
"1984100000","1984","26000","Kyoto-fu","","2.40"
"1984100000","1984","27000","Osaka-fu","","1.79"
"1984100000","1984","28000","Hyogo-ken","","1.37"
"1984100000","1984","29000","Nara-ken","","2.63"
"1984100000","1984","30000","Wakayama-ken","","4.82"
"1984100000","1984","31000","Tottori-ken","","1.25"
"1984100000","1984","32000","Shimane-ken","","1.03"
"1984100000","1984","33000","Okayama-ken","","1.71"
"1984100000","1984","34000","Hiroshima-ken","","1.99"
"1984100000","1984","35000","Yamaguchi-ken","","1.26"
"1984100000","1984","36000","Tokushima-ken","","1.43"
"1984100000","1984","37000","Kagawa-ken","","2.44"
"1984100000","1984","38000","Ehime-ken","","1.77"
"1984100000","1984","39000","Kochi-ken","","1.60"
"1984100000","1984","40000","Fukuoka-ken","","1.48"
"1984100000","1984","41000","Saga-ken","","1.44"
"1984100000","1984","42000","Nagasaki-ken","","1.70"
"1984100000","1984","43000","Kumamoto-ken","","1.51"
"1984100000","1984","44000","Oita-ken","","1.03"
"1984100000","1984","45000","Miyazaki-ken","","1.30"
"1984100000","1984","46000","Kagoshima-ken","","1.67"
"1984100000","1984","47000","Okinawa-ken","","1.45"
"1985100000","1985","00000","All Japan","","1.64"
"1985100000","1985","01000","Hokkaido","","1.20"
"1985100000","1985","02000","Aomori-ken","","1.23"
"1985100000","1985","03000","Iwate-ken","","1.55"
"1985100000","1985","04000","Miyagi-ken","","1.52"
"1985100000","1985","05000","Akita-ken","","2.17"
"1985100000","1985","06000","Yamagata-ken","","1.19"
"1985100000","1985","07000","Fukushima-ken","","1.33"
"1985100000","1985","08000","Ibaraki-ken","","1.72"
"1985100000","1985","09000","Tochigi-ken","","1.21"
"1985100000","1985","10000","Gumma-ken","","1.37"
"1985100000","1985","11000","Saitama-ken","","1.56"
"1985100000","1985","12000","Chiba-ken","","0.97"
"1985100000","1985","13000","Tokyo-to","","2.26"
"1985100000","1985","14000","Kanagawa-ken","","2.02"
"1985100000","1985","15000","Niigata-ken","","0.78"
"1985100000","1985","16000","Toyama-ken","","0.90"
"1985100000","1985","17000","Ishikawa-ken","","1.01"
"1985100000","1985","18000","Fukui-ken","","1.41"
"1985100000","1985","19000","Yamanashi-ken","","1.30"
"1985100000","1985","20000","Nagano-ken","","1.44"
"1985100000","1985","21000","Gifu-ken","","1.51"
"1985100000","1985","22000","Shizuoka-ken","","1.16"
"1985100000","1985","23000","Aichi-ken","","1.76"
"1985100000","1985","24000","Mie-ken","","1.96"
"1985100000","1985","25000","Shiga-ken","","1.32"
"1985100000","1985","26000","Kyoto-fu","","2.12"
"1985100000","1985","27000","Osaka-fu","","1.93"
"1985100000","1985","28000","Hyogo-ken","","1.38"
"1985100000","1985","29000","Nara-ken","","3.00"
"1985100000","1985","30000","Wakayama-ken","","5.02"
"1985100000","1985","31000","Tottori-ken","","1.56"
"1985100000","1985","32000","Shimane-ken","","1.11"
"1985100000","1985","33000","Okayama-ken","","1.61"
"1985100000","1985","34000","Hiroshima-ken","","1.44"
"1985100000","1985","35000","Yamaguchi-ken","","1.17"
"1985100000","1985","36000","Tokushima-ken","","1.48"
"1985100000","1985","37000","Kagawa-ken","","2.72"
